maintype,grade,FD-score,LiA-score,CLIB-score,CLIB_stop-score,CILT-score,CILT_stop-score
school,5,65,60,39,34,75,78
school,3,81,73,38,37,71,72
school,5,81,73,44,40,65,68
leesboeken,7,92,78,46,41,59,63
media,4,74,65,43,37,68,71
leesboeken,2,84,79,45,40,68,70
leesboeken,3,87,81,38,31,69,74
leesboeken,5,92,83,37,35,70,71
school,5,75,74,42,37,74,77
leesboeken,2,83,76,39,36,70,72
leesboeken,7,68,55,30,28,76,77
school,5,86,81,38,34,75,78
media,4,72,58,33,30,74,76
school,5,91,84,43,41,65,67
school,3,91,84,46,43,65,67
school,6,72,71,51,48,73,75
media,4,65,60,38,37,76,77
school,5,62,57,27,24,82,84
school,4,66,56,35,30,73,76
leesboeken,5,89,80,38,35,66,67
leesboeken,7,75,59,36,34,70,72
media,4,87,81,47,46,69,70
leesboeken,6,84,71,38,35,68,70
school,5,91,80,48,47,63,64
leesboeken,4,93,84,43,41,62,63
school,4,86,73,39,39,66,66
leesboeken,5,70,65,34,31,77,79
leesboeken,6,93,83,47,44,59,61
leesboeken,2,93,86,50,46,61,63
school,5,95,86,48,44,62,65
school,5,85,75,41,39,66,67
media,4,78,70,40,38,71,72
leesboeken,2,76,57,38,34,67,70
leesboeken,6,73,57,33,27,67,70
leesboeken,5,92,83,49,47,62,63
leesboeken,7,75,68,34,32,74,75
school,6,91,84,50,46,60,62
leesboeken,2,88,78,44,41,64,66
leesboeken,2,84,70,38,34,68,71
leesboeken,2,92,84,44,41,65,66
school,6,76,67,40,37,68,70
leesboeken,2,74,67,35,32,75,76
school,4,92,85,53,49,62,65
school,6,83,77,43,39,68,70
leesboeken,7,80,68,35,32,69,71
media,4,73,68,31,28,77,78
school,5,86,79,48,42,65,68
leesboeken,2,93,80,43,37,60,63
media,4,64,58,40,36,74,77
school,5,52,47,29,26,81,84
leesboeken,5,84,73,38,35,69,71
leesboeken,7,69,57,31,29,75,76
school,6,85,77,35,33,69,71
school,6,66,61,35,31,81,83
media,4,73,63,33,27,71,75
school,5,54,44,26,24,84,86
school,4,82,65,44,41,62,63
leesboeken,5,77,70,39,34,70,72
school,4,76,72,41,33,72,76
media,4,48,37,23,18,86,89
leesboeken,5,87,81,43,35,66,70
leesboeken,7,80,71,38,33,68,71
leesboeken,5,78,66,34,28,69,73
leesboeken,5,98,90,44,43,64,65
school,5,80,71,41,36,69,72
leesboeken,7,75,69,35,29,72,76
leesboeken,5,84,75,39,37,69,70
leesboeken,5,77,69,38,32,69,72
leesboeken,3,81,71,42,39,66,68
media,3,102,95,56,53,57,59
media,3,88,82,45,41,65,68
media,4,71,65,38,29,72,77
leesboeken,5,91,81,42,37,65,67
leesboeken,6,86,72,41,38,62,63
leesboeken,5,87,76,38,34,67,69
media,4,57,51,37,31,78,81
school,3,75,72,47,41,73,77
school,5,75,68,37,33,74,76
school,6,66,61,34,28,77,80
school,3,92,83,33,27,71,75
leesboeken,3,77,61,40,37,66,68
school,6,82,72,45,43,66,67
media,4,74,67,38,34,72,74
leesboeken,5,81,69,39,34,68,70
media,4,68,59,38,35,72,74
school,5,72,67,38,31,77,81
school,6,81,74,46,45,66,66
media,4,79,70,47,41,64,67
media,4,73,64,32,28,73,75
media,4,69,58,34,28,72,76
school,4,87,77,44,40,67,70
school,5,88,80,37,34,70,71
leesboeken,5,87,76,37,32,67,70
school,5,86,81,44,39,67,69
leesboeken,2,94,87,47,43,63,65
leesboeken,7,95,88,45,43,63,64
leesboeken,5,87,76,43,40,62,64
leesboeken,5,83,74,43,41,64,66
school,5,86,74,39,34,66,69
leesboeken,2,86,79,38,35,70,72
leesboeken,5,91,85,43,40,70,71
leesboeken,8,69,59,30,23,78,82
leesboeken,5,94,85,43,40,65,67
school,4,104,93,45,43,63,64
media,4,48,41,22,17,87,90
media,4,80,71,36,34,72,73
leesboeken,5,81,74,36,35,72,72
leesboeken,5,84,75,37,34,69,70
school,5,65,60,29,27,80,81
leesboeken,2,82,72,41,38,66,68
school,4,88,81,44,40,68,70
leesboeken,5,96,88,50,45,59,62
leesboeken,2,92,82,40,37,66,68
leesboeken,5,98,91,50,48,59,60
school,4,70,64,42,37,72,75
leesboeken,5,81,74,36,32,72,75
school,4,84,77,39,35,71,73
school,4,85,79,46,43,66,68
leesboeken,7,99,87,53,49,57,60
school,5,78,77,43,39,77,79
media,4,83,77,43,39,70,72
leesboeken,2,91,88,52,48,70,72
leesboeken,7,70,62,36,32,73,75
media,4,57,50,24,19,83,86
school,3,103,96,55,51,58,60
school,6,71,65,33,25,75,79
leesboeken,7,67,46,39,34,67,70
school,6,62,58,37,33,74,77
school,3,100,90,55,50,57,61
leesboeken,6,81,67,42,38,63,65
leesboeken,5,70,56,39,36,68,70
leesboeken,5,91,79,46,42,61,63
media,4,71,62,36,32,71,73
leesboeken,4,90,82,42,40,65,67
school,5,79,68,42,37,67,70
leesboeken,5,87,81,37,35,71,72
school,3,87,85,49,48,70,70
media,4,67,59,35,33,74,75
leesboeken,7,89,78,43,39,62,64
leesboeken,7,79,71,37,36,73,74
leesboeken,5,91,84,43,40,65,66
leesboeken,5,73,60,36,30,69,73
school,3,87,74,47,42,64,67
media,4,76,67,32,30,74,76
leesboeken,5,81,75,39,35,71,73
leesboeken,7,91,81,42,39,66,68
leesboeken,2,79,70,38,33,69,72
media,4,58,54,31,26,81,83
school,5,78,73,41,35,71,75
leesboeken,5,93,82,41,39,61,63
leesboeken,5,92,81,41,39,62,63
leesboeken,8,69,62,22,22,79,79
school,5,76,65,33,27,74,77
leesboeken,5,84,74,37,36,68,68
leesboeken,5,84,75,40,37,69,71
leesboeken,5,97,89,47,45,62,63
leesboeken,7,88,81,43,38,65,67
school,6,34,34,26,23,91,93
school,6,77,68,41,34,72,76
school,6,83,77,43,38,69,72
school,5,79,71,36,26,70,76
school,6,88,82,45,40,66,69
media,3,81,77,44,43,68,68
school,6,69,64,34,30,76,79
media,4,61,54,31,24,78,82
leesboeken,5,78,73,35,32,72,74
leesboeken,7,85,74,45,43,62,63
leesboeken,2,59,51,27,24,80,81
school,6,77,73,37,37,72,72
leesboeken,6,78,71,39,35,68,70
leesboeken,7,97,85,47,40,58,62
school,5,89,82,44,36,67,72
school,4,70,63,36,30,75,78
media,4,57,50,29,26,82,83
school,5,83,73,39,34,72,75
leesboeken,7,70,55,33,28,73,76
media,4,77,62,32,31,70,70
school,4,88,84,49,47,70,71
leesboeken,2,79,57,37,35,65,66
school,6,67,60,31,24,78,81
media,4,94,86,43,40,67,69
leesboeken,5,92,84,45,39,63,67
leesboeken,5,64,56,33,28,77,80
media,4,80,71,36,30,75,79
leesboeken,5,88,82,45,43,64,66
media,4,80,69,37,31,70,74
leesboeken,6,54,45,26,22,83,85
leesboeken,7,79,67,35,30,69,72
leesboeken,6,77,66,40,35,67,70
media,4,77,72,43,40,72,74
leesboeken,2,79,69,41,38,69,70
media,3,81,74,36,36,67,67
leesboeken,5,92,82,43,38,65,68
leesboeken,5,89,83,41,39,69,70
leesboeken,6,75,61,37,35,69,71
leesboeken,7,86,79,41,39,68,69
leesboeken,3,87,77,37,34,67,70
leesboeken,5,82,70,42,37,68,71
leesboeken,7,98,88,47,45,61,62
leesboeken,2,94,87,43,38,67,70
leesboeken,2,98,91,49,46,65,66
school,4,86,80,53,47,63,66
leesboeken,7,70,61,33,29,74,76
leesboeken,5,95,87,45,41,61,62
school,3,76,68,39,37,67,68
leesboeken,2,82,76,42,38,70,72
leesboeken,7,78,73,42,36,70,73
leesboeken,7,73,61,34,31,71,73
leesboeken,5,88,75,43,39,63,66
leesboeken,4,87,75,41,36,64,67
school,5,79,71,37,37,71,70
school,5,82,70,38,35,68,70
school,5,87,80,49,45,65,68
leesboeken,5,82,76,46,43,65,67
media,4,67,61,30,27,80,82
media,4,72,60,39,33,67,71
leesboeken,5,97,89,48,46,59,60
leesboeken,7,102,92,51,49,56,57
leesboeken,7,72,68,34,29,76,80
school,5,69,66,38,34,75,78
school,6,80,72,40,37,71,73
leesboeken,7,63,55,27,24,78,80
school,6,58,52,30,28,82,83
leesboeken,5,80,71,41,35,67,71
leesboeken,5,84,77,45,40,67,69
school,4,70,62,34,31,74,76
leesboeken,2,82,72,36,31,69,72
school,6,79,72,38,34,72,73
media,4,70,58,35,30,71,75
school,6,74,73,45,42,72,74
leesboeken,7,88,80,44,40,63,65
leesboeken,7,82,73,41,37,68,70
leesboeken,5,79,74,40,38,70,71
school,5,76,74,45,41,76,78
leesboeken,7,73,64,33,26,74,78
school,3,88,82,47,45,66,67
media,4,76,65,41,36,69,72
media,3,92,86,48,46,59,60
school,6,76,72,43,44,69,69
school,6,81,69,35,33,71,72
leesboeken,3,81,68,37,34,67,68
leesboeken,4,76,69,38,34,70,73
leesboeken,7,99,89,41,36,62,65
school,5,91,84,48,42,68,72
school,6,86,77,37,33,69,71
leesboeken,5,94,84,46,41,62,65
leesboeken,2,76,68,35,31,71,74
leesboeken,5,80,67,39,36,67,68
leesboeken,5,77,69,39,37,70,71
school,6,68,63,28,26,77,77
media,4,85,75,42,40,67,68
leesboeken,7,86,80,46,45,66,67
leesboeken,5,90,81,43,39,62,64
leesboeken,2,81,74,37,32,70,72
media,4,71,62,45,37,68,73
media,4,74,64,34,29,73,76
leesboeken,5,92,79,44,42,63,64
leesboeken,2,83,73,36,33,72,73
leesboeken,7,79,63,41,36,66,69
leesboeken,7,81,74,47,44,67,69
media,4,76,70,40,35,71,73
media,4,71,63,32,29,76,78
media,4,75,68,46,43,68,70
media,4,81,71,43,41,67,68
leesboeken,5,95,85,45,40,61,65
leesboeken,5,86,71,44,40,62,64
leesboeken,4,66,56,30,28,77,78
school,3,113,105,76,68,54,59
school,5,73,62,35,31,68,71
leesboeken,7,76,66,33,30,71,73
school,5,87,75,40,38,67,69
leesboeken,5,80,64,45,40,61,64
leesboeken,5,87,80,47,45,64,66
school,4,69,58,36,33,71,73
media,4,73,68,41,37,73,75
leesboeken,2,93,85,45,42,64,66
leesboeken,6,75,70,41,36,70,73
leesboeken,7,75,61,31,30,71,72
leesboeken,2,97,88,47,43,63,65
leesboeken,2,87,79,43,39,66,68
leesboeken,2,83,71,37,36,69,70
media,4,65,57,32,27,77,81
leesboeken,5,83,75,35,31,73,75
school,5,79,72,48,44,66,68
leesboeken,5,90,81,40,35,68,71
school,5,78,73,42,37,72,75
leesboeken,3,90,83,43,41,66,67
school,6,81,72,35,31,74,77
leesboeken,5,66,57,37,32,71,74
school,5,81,80,47,45,76,78
media,4,86,76,43,39,64,67
media,4,49,41,29,26,84,86
school,5,75,58,37,34,71,73
leesboeken,5,90,81,42,37,67,70
school,5,63,59,36,34,79,81
leesboeken,7,85,76,41,37,65,67
school,5,69,60,29,29,78,78
media,4,54,48,31,24,81,85
school,5,82,76,44,41,66,68
leesboeken,3,81,71,40,36,68,70
leesboeken,3,49,43,26,24,83,85
leesboeken,7,98,89,47,44,62,63
media,4,57,49,29,27,81,83
school,5,73,68,37,35,73,73
leesboeken,7,96,80,44,41,60,62
leesboeken,7,86,80,42,36,67,70
leesboeken,5,84,75,39,33,68,71
leesboeken,7,65,52,27,23,79,81
leesboeken,2,96,88,45,42,63,65
school,3,93,86,43,39,67,70
school,6,82,74,47,42,65,68
school,2,104,97,43,42,65,65
leesboeken,2,76,71,38,36,73,74
school,6,105,98,58,53,58,61
leesboeken,5,77,66,39,35,66,69
leesboeken,5,98,89,46,42,62,64
school,5,73,60,42,39,70,71
school,5,83,78,45,41,67,69
school,5,81,73,30,29,74,75
leesboeken,2,82,75,38,33,69,71
leesboeken,5,67,61,35,32,79,80
school,4,73,68,40,33,71,75
school,6,94,85,49,44,63,66
school,4,82,71,41,34,66,70
leesboeken,5,87,78,42,38,67,69
leesboeken,5,79,70,37,36,69,69
leesboeken,7,86,76,40,36,64,66
school,4,99,93,53,50,64,66
leesboeken,7,70,59,32,29,72,74
leesboeken,2,76,69,29,26,79,80
media,4,68,60,26,22,84,86
leesboeken,5,77,72,40,33,72,76
school,6,77,71,45,43,71,73
leesboeken,7,91,81,41,39,65,66
school,4,88,80,50,46,61,63
leesboeken,6,89,79,39,32,64,69
media,4,64,57,32,32,78,78
leesboeken,2,83,71,39,36,67,69
school,5,89,82,38,33,71,74
leesboeken,4,86,81,49,43,65,69
leesboeken,7,90,85,50,44,63,66
media,4,89,82,47,43,68,70
leesboeken,6,76,65,37,33,69,71
school,4,83,79,45,40,71,74
leesboeken,2,85,76,43,41,65,67
school,5,90,84,52,46,64,67
leesboeken,5,90,82,41,38,67,69
leesboeken,5,95,86,48,46,62,63
leesboeken,5,89,80,47,45,64,65
leesboeken,2,97,88,47,42,61,65
school,4,83,76,42,39,73,75
school,4,86,80,53,51,71,73
leesboeken,7,73,64,31,28,73,76
school,3,97,87,47,45,59,60
media,4,73,66,37,33,74,77
school,5,83,76,46,42,68,71
school,4,87,81,44,41,64,66
media,4,68,60,34,28,75,79
school,4,74,64,40,35,68,71
leesboeken,5,90,80,41,39,63,64
leesboeken,2,101,91,43,41,63,64
leesboeken,2,87,80,47,41,61,65
media,4,70,62,31,30,74,75
leesboeken,5,75,68,35,31,74,76
media,4,73,65,38,34,71,73
leesboeken,6,78,67,35,32,70,72
leesboeken,2,91,76,47,40,58,62
school,5,99,92,49,44,62,66
media,4,76,69,38,33,72,75
media,4,55,48,27,23,82,85
leesboeken,5,102,94,50,44,60,64
school,4,60,54,34,30,76,78
school,3,87,79,40,34,72,75
leesboeken,5,64,47,33,30,75,76
school,4,92,83,46,43,63,64
media,4,53,46,30,25,83,85
leesboeken,6,76,67,39,34,70,73
school,4,78,69,42,34,69,74
leesboeken,7,84,78,43,41,67,68
media,4,80,71,38,35,69,71
leesboeken,2,95,86,49,45,61,63
school,6,79,74,44,39,70,73
leesboeken,2,83,75,37,31,70,73
school,4,82,77,44,41,71,73
leesboeken,8,74,64,33,29,72,75
leesboeken,5,95,85,43,33,63,69
leesboeken,5,75,61,37,34,66,68
school,4,92,84,44,38,65,68
media,4,72,60,34,30,74,77
leesboeken,2,90,82,43,41,62,63
leesboeken,6,87,75,40,38,65,67
media,4,69,63,34,29,76,79
leesboeken,5,96,86,45,39,63,66
leesboeken,5,88,81,44,38,65,69
media,3,97,88,44,40,61,64
leesboeken,5,80,65,40,35,63,66
school,4,79,69,42,35,66,71
leesboeken,3,89,81,40,34,65,69
school,4,83,76,44,42,67,68
leesboeken,5,94,83,44,43,62,63
school,5,92,86,48,44,65,67
leesboeken,7,64,47,29,26,74,75
school,6,65,52,37,33,71,73
school,4,79,75,47,45,72,73
media,4,71,65,34,30,75,77
school,5,61,54,29,27,80,81
school,5,81,77,46,38,69,74
media,4,51,46,32,28,80,82
leesboeken,7,93,82,44,41,64,66
school,6,69,63,37,31,76,79
school,6,69,61,30,27,77,78
media,4,68,59,38,34,72,74
leesboeken,7,83,74,41,39,65,66
school,6,67,61,31,26,77,79
school,6,84,76,41,37,66,69
leesboeken,2,92,83,41,38,66,68
leesboeken,2,94,85,46,42,64,66
leesboeken,2,75,64,38,33,70,73
school,4,70,55,27,22,71,74
leesboeken,2,85,75,41,33,66,70
leesboeken,5,95,86,44,40,62,65
leesboeken,2,84,77,38,34,70,72
school,6,72,63,36,32,75,77
leesboeken,6,80,68,41,38,63,65
leesboeken,5,81,62,42,39,63,65
school,5,76,73,46,43,72,74
leesboeken,2,98,90,47,42,62,65
media,4,69,63,36,35,76,76
leesboeken,2,80,71,38,35,69,71
leesboeken,2,76,71,33,31,74,76
school,4,84,80,40,37,68,70
media,4,73,65,43,38,69,72
leesboeken,2,86,78,38,36,68,69
leesboeken,5,76,67,42,38,68,70
school,6,91,84,45,41,67,69
leesboeken,5,70,60,37,34,71,72
leesboeken,3,90,82,47,40,67,72
school,5,62,54,32,30,79,80
school,6,72,66,34,28,75,79
leesboeken,7,76,62,37,33,69,70
media,4,63,56,36,30,77,80
media,5,101,94,52,51,58,59
leesboeken,4,98,90,48,46,62,63
leesboeken,2,95,86,43,39,62,65
leesboeken,7,68,59,22,20,82,83
media,4,65,55,30,28,77,78
school,6,84,75,46,45,68,69
leesboeken,5,76,67,37,32,69,72
leesboeken,7,77,67,35,31,71,73
school,4,65,55,25,20,79,83
school,5,91,79,43,41,63,64
leesboeken,5,69,60,32,31,74,75
school,4,94,89,49,46,65,67
leesboeken,7,71,59,28,24,77,79
school,5,76,65,38,31,71,75
school,5,68,61,41,35,71,74
media,4,77,71,38,37,72,73
media,4,63,54,28,25,79,80
leesboeken,5,94,87,48,45,61,63
leesboeken,2,78,67,35,36,70,69
leesboeken,2,91,85,43,40,68,70
leesboeken,2,86,79,43,39,65,67
leesboeken,5,83,75,42,38,66,68
school,5,83,76,38,33,70,73
school,6,81,76,44,41,74,76
leesboeken,2,86,78,44,40,65,67
school,3,88,83,42,39,70,72
school,3,72,68,43,41,74,75
leesboeken,3,78,65,38,37,67,68
leesboeken,5,84,77,43,39,66,68
leesboeken,3,90,81,39,34,68,71
leesboeken,2,96,87,51,48,60,62
school,5,88,75,50,43,59,63
school,5,84,76,41,39,69,70
leesboeken,7,90,82,43,39,67,69
media,3,85,80,49,47,67,68
leesboeken,2,85,79,39,36,71,73
leesboeken,5,95,83,45,43,60,62
leesboeken,2,105,97,49,45,60,62
school,3,79,75,56,63,70,66
leesboeken,2,91,84,39,34,69,72
school,6,61,52,26,24,82,83
school,3,87,83,50,45,69,72
school,6,78,69,41,39,69,70
leesboeken,5,88,80,39,34,66,69
media,4,49,43,27,23,85,87
leesboeken,6,98,88,49,44,58,61
school,6,97,87,49,42,60,64
media,4,53,45,24,20,86,88
leesboeken,5,89,78,39,36,68,70
leesboeken,2,85,76,36,31,70,74
leesboeken,7,85,64,45,42,60,62
leesboeken,5,71,63,32,28,76,78
school,5,73,65,39,38,74,74
media,4,75,65,40,35,69,72
leesboeken,5,82,71,39,36,66,69
media,3,102,92,48,46,60,61
leesboeken,2,93,84,37,33,67,69
leesboeken,2,90,85,51,48,63,65
leesboeken,7,103,93,47,46,57,58
school,4,85,79,41,37,69,71
school,6,66,63,34,30,84,86
leesboeken,7,85,76,42,37,65,68
media,4,62,57,27,26,82,82
media,4,51,43,28,25,80,82
media,4,66,56,34,32,77,78
school,5,62,62,42,36,79,83
school,5,79,67,39,35,67,70
leesboeken,5,87,80,41,37,68,70
leesboeken,5,94,85,42,37,63,66
media,4,67,58,37,32,72,75
leesboeken,2,90,81,43,37,67,71
school,3,96,87,46,42,64,66
leesboeken,5,84,78,37,36,69,70
school,3,99,92,57,51,60,63
leesboeken,2,91,82,46,43,65,67
leesboeken,6,80,70,38,32,70,74
school,4,91,83,47,44,62,64
media,4,63,56,37,32,77,80
media,4,63,58,33,30,78,80
leesboeken,2,98,91,51,45,59,63
leesboeken,5,86,78,47,44,65,67
leesboeken,4,82,76,40,37,69,71
leesboeken,7,78,72,37,35,72,73
leesboeken,2,85,76,38,38,66,66
leesboeken,7,77,70,34,30,73,75
leesboeken,2,106,97,43,40,62,63
media,3,90,84,40,38,69,70
school,5,72,66,41,35,74,78
school,5,81,80,47,43,75,77
leesboeken,6,59,50,31,27,78,80
leesboeken,5,84,78,40,34,68,71
school,6,76,71,37,35,73,74
school,5,108,102,58,58,55,55
leesboeken,5,90,81,44,40,62,65
school,5,77,71,43,40,68,70
media,4,75,66,32,24,75,79
leesboeken,3,69,62,39,35,73,75
school,5,61,58,30,25,83,86
leesboeken,5,86,77,42,37,69,72
leesboeken,2,88,82,41,37,71,73
leesboeken,3,81,67,38,34,66,69
leesboeken,2,74,69,36,32,71,73
school,5,86,82,45,41,67,69
media,4,63,51,38,32,75,79
media,4,77,69,39,33,74,77
leesboeken,7,105,97,52,47,57,60
leesboeken,7,91,79,45,42,62,64
leesboeken,5,92,84,42,36,64,67
leesboeken,5,96,89,44,42,65,67
media,4,76,62,40,36,67,69
school,5,85,70,45,43,63,65
leesboeken,2,89,77,41,37,64,66
leesboeken,2,88,83,43,39,66,69
media,4,76,70,39,35,71,73
leesboeken,5,96,86,48,45,60,61
media,4,82,71,39,37,69,71
media,4,75,70,45,33,70,77
leesboeken,4,88,79,39,34,67,71
school,3,88,83,47,43,68,71
media,4,91,78,48,46,64,65
leesboeken,3,83,77,34,31,75,76
school,5,110,105,62,60,58,60
leesboeken,2,97,90,55,53,61,62
leesboeken,2,75,63,43,42,70,70
leesboeken,5,82,74,41,37,67,69
leesboeken,7,74,65,36,34,70,71
leesboeken,5,87,81,42,34,67,71
school,6,76,67,34,32,72,73
leesboeken,2,95,87,43,39,64,67
school,6,81,73,38,37,68,69
school,5,40,43,27,25,93,94
school,5,96,88,46,45,63,63
media,4,68,59,31,28,77,79
media,4,89,81,43,39,70,72
school,6,82,69,44,37,61,65
school,5,94,85,56,52,59,61
school,5,85,83,50,47,71,73
leesboeken,7,88,78,43,39,63,66
media,4,48,42,27,22,83,86
school,6,99,91,54,47,57,62
leesboeken,5,84,75,40,33,65,69
leesboeken,7,86,74,39,33,64,67
school,5,61,55,31,31,79,78
leesboeken,5,92,85,43,41,63,64
leesboeken,2,92,85,37,31,67,70
school,6,87,78,36,35,69,70
media,4,63,54,32,29,76,78
leesboeken,7,84,75,38,34,69,71
school,5,80,67,26,22,74,76
leesboeken,3,91,83,32,29,75,77
media,5,100,93,51,47,59,62
school,6,70,66,40,34,76,79
school,6,84,73,43,40,66,68
leesboeken,5,58,51,28,26,82,83
school,5,84,77,34,31,75,76
school,4,72,65,38,34,77,79
leesboeken,5,82,72,38,35,69,71
media,3,83,77,39,37,66,68
leesboeken,5,83,75,37,32,68,71
leesboeken,5,63,57,32,27,76,79
leesboeken,5,69,60,30,26,75,77
school,6,95,91,58,56,64,65
leesboeken,2,81,72,38,36,68,69
school,4,89,84,46,40,65,69
school,5,84,76,48,44,66,68
leesboeken,3,71,56,37,36,70,70
leesboeken,5,91,84,45,42,65,67
leesboeken,5,78,72,35,32,74,76
leesboeken,3,86,79,43,38,65,68
leesboeken,8,71,63,35,31,75,77
leesboeken,2,96,88,45,40,64,66
leesboeken,5,85,77,40,35,67,70
school,5,79,68,37,35,67,68
school,3,102,95,53,50,61,62
media,4,81,72,34,30,72,75
school,5,68,63,34,31,74,76
leesboeken,3,93,84,45,42,63,64
media,4,61,55,37,31,78,82
leesboeken,5,79,73,42,40,68,70
leesboeken,7,72,64,33,29,73,76
leesboeken,5,77,73,40,39,71,71
school,6,68,64,30,27,79,81
leesboeken,7,87,77,45,39,62,66
media,4,66,61,35,31,79,81
leesboeken,5,73,66,37,33,72,75
leesboeken,2,99,91,43,40,64,66
school,4,71,66,35,31,76,79
media,4,67,54,35,28,71,75
leesboeken,7,83,79,42,33,70,75
school,6,95,87,47,44,65,67
leesboeken,7,90,78,46,41,62,64
leesboeken,4,53,33,24,24,79,79
leesboeken,5,91,82,37,31,70,74
leesboeken,7,70,61,36,30,72,75
school,3,88,83,43,39,69,72
leesboeken,5,74,63,38,32,72,75
school,3,95,87,42,40,64,65
leesboeken,7,87,80,38,38,68,68
leesboeken,7,81,71,32,28,70,72
school,5,78,63,32,28,71,73
media,4,85,77,42,39,68,69
leesboeken,4,98,89,50,44,59,62
leesboeken,7,72,56,34,31,74,75
media,4,90,80,46,43,67,68
leesboeken,5,71,63,37,31,71,74
school,5,84,82,41,38,74,76
leesboeken,5,72,66,31,26,76,79
leesboeken,2,94,89,53,49,64,66
leesboeken,5,85,73,43,40,65,66
school,5,66,54,27,23,77,79
leesboeken,5,85,70,43,40,63,66
leesboeken,7,79,73,40,37,69,71
leesboeken,2,77,68,33,31,74,76
media,4,67,61,36,30,72,76
leesboeken,2,91,84,44,40,65,67
leesboeken,7,93,87,54,52,60,61
leesboeken,7,83,70,41,38,66,68
media,4,64,57,36,31,76,79
school,5,88,81,47,45,66,67
leesboeken,5,75,68,33,30,74,77
leesboeken,4,87,76,41,37,61,64
school,6,73,66,36,27,75,80
school,4,93,85,42,35,64,68
leesboeken,4,87,78,41,37,67,69
leesboeken,3,94,89,47,44,64,66
leesboeken,5,85,76,34,30,68,71
media,4,89,73,42,40,62,63
leesboeken,2,93,83,41,36,63,66
leesboeken,5,89,80,45,42,63,64
leesboeken,2,87,79,43,41,66,67
leesboeken,7,78,69,34,29,71,74
media,4,65,56,36,30,75,79
leesboeken,2,96,86,49,47,62,63
leesboeken,4,94,87,46,42,66,69
leesboeken,2,80,76,38,32,72,75
school,4,80,75,36,31,76,79
media,4,74,65,39,34,68,71
leesboeken,2,92,84,43,41,66,67
school,5,72,62,34,30,76,78
leesboeken,2,98,92,49,45,64,67
school,3,97,93,57,53,63,65
school,5,69,67,39,35,75,77
school,5,91,82,45,40,63,66
leesboeken,2,88,78,42,40,64,65
leesboeken,7,91,83,41,37,67,70
school,4,97,88,44,46,65,64
school,5,79,69,41,34,66,70
school,4,80,72,44,37,67,71
leesboeken,5,94,86,43,40,67,69
leesboeken,6,95,85,46,42,60,63
media,4,68,63,35,32,76,79
school,5,75,71,41,35,71,75
leesboeken,5,91,83,39,35,67,69
school,3,86,78,44,41,65,67
leesboeken,5,71,64,36,32,73,75
leesboeken,2,96,89,42,37,67,70
media,4,67,58,32,27,75,78
school,4,85,79,41,39,69,70
leesboeken,4,84,73,33,32,69,71
school,6,87,84,52,47,66,70
leesboeken,3,91,83,38,36,67,68
leesboeken,2,92,86,39,38,70,71
leesboeken,7,99,90,48,45,58,60
media,4,63,59,29,26,81,83
leesboeken,7,84,75,44,40,65,68
leesboeken,7,65,43,30,28,72,74
leesboeken,7,89,78,48,42,61,64
leesboeken,2,84,76,35,30,69,71
media,4,69,62,42,37,71,74
school,5,53,42,26,22,82,84
media,4,57,45,31,26,75,78
school,4,97,88,41,38,62,63
media,4,69,64,34,31,80,82
leesboeken,5,87,79,44,39,64,67
school,4,81,73,43,40,65,67
media,4,52,44,21,15,82,86
media,4,58,49,28,24,78,81
media,4,88,75,43,34,64,70
school,6,59,55,31,26,83,86
school,6,83,75,42,35,70,74
media,4,72,65,37,32,73,76
leesboeken,2,77,68,35,32,72,74
school,6,72,68,41,36,72,75
school,6,84,75,46,45,68,69
school,4,75,68,38,36,71,72
leesboeken,2,87,79,47,43,62,65
media,4,87,80,43,37,68,71
school,5,92,87,53,43,61,67
school,6,104,97,53,50,60,62
leesboeken,6,64,49,30,20,71,77
school,3,74,64,42,39,68,70
media,5,93,86,48,45,62,64
school,4,86,77,40,37,68,70
leesboeken,6,82,72,43,41,65,66
leesboeken,2,81,74,36,32,70,72
leesboeken,6,70,65,35,33,73,75
school,3,70,66,37,32,73,76
leesboeken,5,96,88,49,44,63,66
school,5,60,55,27,25,83,84
school,3,87,80,44,41,66,67
leesboeken,5,80,69,37,31,68,72
school,4,74,69,40,39,73,74
leesboeken,5,81,72,39,37,66,67
media,4,78,72,42,40,68,69
media,4,75,64,40,38,70,71
leesboeken,2,86,77,39,38,66,67
leesboeken,4,88,82,46,40,66,69
leesboeken,4,82,71,38,35,69,72
leesboeken,5,86,79,48,45,62,64
leesboeken,3,85,76,40,37,67,69
leesboeken,5,90,83,39,35,67,69
media,3,71,68,44,41,72,74
leesboeken,2,71,59,31,27,74,77
school,5,81,79,39,34,75,77
school,5,98,92,56,57,60,60
school,4,84,77,42,38,69,71
media,4,72,66,34,27,76,80
media,4,69,62,42,38,72,74
leesboeken,2,84,79,33,31,76,77
school,6,85,79,41,36,68,72
school,6,89,82,44,39,67,70
school,5,63,56,26,25,82,83
leesboeken,7,80,69,38,33,66,69
leesboeken,2,72,63,34,32,70,72
leesboeken,5,75,67,35,32,71,73
leesboeken,5,81,68,34,31,65,67
media,4,85,78,38,33,73,76
leesboeken,5,87,78,38,34,70,72
leesboeken,5,84,75,44,40,67,69
media,4,77,68,46,42,65,68
leesboeken,3,90,82,39,37,69,70
media,4,64,53,31,28,76,77
